kdcode,dt
AARTIIND.NS,2020-10-15
ADANIENT.NS,2020-10-15
APOLLOTYRE.NS,2020-10-15
ASHOKLEY.NS,2020-10-15
ASIANPAINT.NS,2020-10-15
AUROPHARMA.NS,2020-10-15
AXISBANK.NS,2020-10-15
BAJFINANCE.NS,2020-10-15
BATAINDIA.NS,2020-10-15
BDL.NS,2020-10-15
BEML.NS,2020-10-15
BHARATFORG.NS,2020-10-15
BHARTIARTL.NS,2020-10-15
BHEL.NS,2020-10-15
BIOCON.NS,2020-10-15
BPCL.NS,2020-10-15
BRITANNIA.NS,2020-10-15
BSOFT.NS,2020-10-15
CDSL.NS,2020-10-15
CESC.NS,2020-10-15
CIPLA.NS,2020-10-15
COALINDIA.NS,2020-10-15
COFORGE.NS,2020-10-15
CONCOR.NS,2020-10-15
CUMMINSIND.NS,2020-10-15
DIXON.NS,2020-10-15
DRREDDY.NS,2020-10-15
EICHERMOT.NS,2020-10-15
GODREJPROP.NS,2020-10-15
GOLDBEES.NS,2020-10-15
GRSE.NS,2020-10-15
HAVELLS.NS,2020-10-15
HCLTECH.NS,2020-10-15
HDFCAMC.NS,2020-10-15
HDFCBANK.NS,2020-10-15
HEROMOTOCO.NS,2020-10-15
HINDALCO.NS,2020-10-15
HINDUNILVR.NS,2020-10-15
ICICIBANK.NS,2020-10-15
IDFCFIRSTB.NS,2020-10-15
IEX.NS,2020-10-15
IIFL.NS,2020-10-15
INDIGO.NS,2020-10-15
INDUSTOWER.NS,2020-10-15
INFY.NS,2020-10-15
IRCON.NS,2020-10-15
ITC.NS,2020-10-15
JSWSTEEL.NS,2020-10-15
KOTAKBANK.NS,2020-10-15
LALPATHLAB.NS,2020-10-15
LAURUSLABS.NS,2020-10-15
LUPIN.NS,2020-10-15
M&M.NS,2020-10-15
MANAPPURAM.NS,2020-10-15
MARICO.NS,2020-10-15
MARUTI.NS,2020-10-15
MCX.NS,2020-10-15
MON100.NS,2020-10-15
MPHASIS.NS,2020-10-15
MRF.NS,2020-10-15
MUTHOOTFIN.NS,2020-10-15
NAVINFLUOR.NS,2020-10-15
NESTLEIND.NS,2020-10-15
NIFTYBEES.NS,2020-10-15
OBEROIRLTY.NS,2020-10-15
OIL.NS,2020-10-15
ONGC.NS,2020-10-15
PAGEIND.NS,2020-10-15
PERSISTENT.NS,2020-10-15
PIDILITIND.NS,2020-10-15
PIIND.NS,2020-10-15
POLYCAB.NS,2020-10-15
POONAWALLA.NS,2020-10-15
PRESTIGE.NS,2020-10-15
RAYMOND.NS,2020-10-15
RELIANCE.NS,2020-10-15
RITES.NS,2020-10-15
RVNL.NS,2020-10-15
SAIL.NS,2020-10-15
SBIN.NS,2020-10-15
SHREECEM.NS,2020-10-15
SIEMENS.NS,2020-10-15
SRF.NS,2020-10-15
SUNPHARMA.NS,2020-10-15
SUZLON.NS,2020-10-15
TATACHEM.NS,2020-10-15
TATACOMM.NS,2020-10-15
TATAELXSI.NS,2020-10-15
TATASTEEL.NS,2020-10-15
TCS.NS,2020-10-15
TECHM.NS,2020-10-15
TITAN.NS,2020-10-15
TRIDENT.NS,2020-10-15
TVSMOTOR.NS,2020-10-15
VOLTAS.NS,2020-10-15
WIPRO.NS,2020-10-15
ZENSARTECH.NS,2020-10-15
