kdcode,dt
AARTIIND.NS,2020-02-20
ADANIENT.NS,2020-02-20
APOLLOTYRE.NS,2020-02-20
ASHOKLEY.NS,2020-02-20
ASIANPAINT.NS,2020-02-20
AUROPHARMA.NS,2020-02-20
AXISBANK.NS,2020-02-20
BAJFINANCE.NS,2020-02-20
BATAINDIA.NS,2020-02-20
BDL.NS,2020-02-20
BEML.NS,2020-02-20
BHARATFORG.NS,2020-02-20
BHARTIARTL.NS,2020-02-20
BHEL.NS,2020-02-20
BIOCON.NS,2020-02-20
BPCL.NS,2020-02-20
BRITANNIA.NS,2020-02-20
BSOFT.NS,2020-02-20
CDSL.NS,2020-02-20
CESC.NS,2020-02-20
CIPLA.NS,2020-02-20
COALINDIA.NS,2020-02-20
COFORGE.NS,2020-02-20
CONCOR.NS,2020-02-20
CUMMINSIND.NS,2020-02-20
DIXON.NS,2020-02-20
DRREDDY.NS,2020-02-20
EICHERMOT.NS,2020-02-20
GODREJPROP.NS,2020-02-20
GOLDBEES.NS,2020-02-20
GRSE.NS,2020-02-20
HAVELLS.NS,2020-02-20
HCLTECH.NS,2020-02-20
HDFCAMC.NS,2020-02-20
HDFCBANK.NS,2020-02-20
HEROMOTOCO.NS,2020-02-20
HINDALCO.NS,2020-02-20
HINDUNILVR.NS,2020-02-20
ICICIBANK.NS,2020-02-20
IDFCFIRSTB.NS,2020-02-20
IEX.NS,2020-02-20
IIFL.NS,2020-02-20
INDIGO.NS,2020-02-20
INDUSTOWER.NS,2020-02-20
INFY.NS,2020-02-20
IRCON.NS,2020-02-20
ITC.NS,2020-02-20
JSWSTEEL.NS,2020-02-20
KOTAKBANK.NS,2020-02-20
LALPATHLAB.NS,2020-02-20
LAURUSLABS.NS,2020-02-20
LUPIN.NS,2020-02-20
M&M.NS,2020-02-20
MANAPPURAM.NS,2020-02-20
MARICO.NS,2020-02-20
MARUTI.NS,2020-02-20
MCX.NS,2020-02-20
MON100.NS,2020-02-20
MPHASIS.NS,2020-02-20
MRF.NS,2020-02-20
MUTHOOTFIN.NS,2020-02-20
NAVINFLUOR.NS,2020-02-20
NESTLEIND.NS,2020-02-20
NIFTYBEES.NS,2020-02-20
OBEROIRLTY.NS,2020-02-20
OIL.NS,2020-02-20
ONGC.NS,2020-02-20
PAGEIND.NS,2020-02-20
PERSISTENT.NS,2020-02-20
PIDILITIND.NS,2020-02-20
PIIND.NS,2020-02-20
POLYCAB.NS,2020-02-20
POONAWALLA.NS,2020-02-20
PRESTIGE.NS,2020-02-20
RAYMOND.NS,2020-02-20
RELIANCE.NS,2020-02-20
RITES.NS,2020-02-20
RVNL.NS,2020-02-20
SAIL.NS,2020-02-20
SBIN.NS,2020-02-20
SHREECEM.NS,2020-02-20
SIEMENS.NS,2020-02-20
SRF.NS,2020-02-20
SUNPHARMA.NS,2020-02-20
SUZLON.NS,2020-02-20
TATACHEM.NS,2020-02-20
TATACOMM.NS,2020-02-20
TATAELXSI.NS,2020-02-20
TATASTEEL.NS,2020-02-20
TCS.NS,2020-02-20
TECHM.NS,2020-02-20
TITAN.NS,2020-02-20
TRIDENT.NS,2020-02-20
TVSMOTOR.NS,2020-02-20
VOLTAS.NS,2020-02-20
WIPRO.NS,2020-02-20
ZENSARTECH.NS,2020-02-20
