kdcode,dt
AARTIIND.NS,2020-03-25
ADANIENT.NS,2020-03-25
APOLLOTYRE.NS,2020-03-25
ASHOKLEY.NS,2020-03-25
ASIANPAINT.NS,2020-03-25
AUROPHARMA.NS,2020-03-25
AXISBANK.NS,2020-03-25
BAJFINANCE.NS,2020-03-25
BATAINDIA.NS,2020-03-25
BDL.NS,2020-03-25
BEML.NS,2020-03-25
BHARATFORG.NS,2020-03-25
BHARTIARTL.NS,2020-03-25
BHEL.NS,2020-03-25
BIOCON.NS,2020-03-25
BPCL.NS,2020-03-25
BRITANNIA.NS,2020-03-25
BSOFT.NS,2020-03-25
CDSL.NS,2020-03-25
CESC.NS,2020-03-25
CIPLA.NS,2020-03-25
COALINDIA.NS,2020-03-25
COFORGE.NS,2020-03-25
CONCOR.NS,2020-03-25
CUMMINSIND.NS,2020-03-25
DIXON.NS,2020-03-25
DRREDDY.NS,2020-03-25
EICHERMOT.NS,2020-03-25
GODREJPROP.NS,2020-03-25
GOLDBEES.NS,2020-03-25
GRSE.NS,2020-03-25
HAVELLS.NS,2020-03-25
HCLTECH.NS,2020-03-25
HDFCAMC.NS,2020-03-25
HDFCBANK.NS,2020-03-25
HEROMOTOCO.NS,2020-03-25
HINDALCO.NS,2020-03-25
HINDUNILVR.NS,2020-03-25
ICICIBANK.NS,2020-03-25
IDFCFIRSTB.NS,2020-03-25
IEX.NS,2020-03-25
IIFL.NS,2020-03-25
INDIGO.NS,2020-03-25
INDUSTOWER.NS,2020-03-25
INFY.NS,2020-03-25
IRCON.NS,2020-03-25
ITC.NS,2020-03-25
JSWSTEEL.NS,2020-03-25
KOTAKBANK.NS,2020-03-25
LALPATHLAB.NS,2020-03-25
LAURUSLABS.NS,2020-03-25
LUPIN.NS,2020-03-25
M&M.NS,2020-03-25
MANAPPURAM.NS,2020-03-25
MARICO.NS,2020-03-25
MARUTI.NS,2020-03-25
MCX.NS,2020-03-25
MON100.NS,2020-03-25
MPHASIS.NS,2020-03-25
MRF.NS,2020-03-25
MUTHOOTFIN.NS,2020-03-25
NAVINFLUOR.NS,2020-03-25
NESTLEIND.NS,2020-03-25
NIFTYBEES.NS,2020-03-25
OBEROIRLTY.NS,2020-03-25
OIL.NS,2020-03-25
ONGC.NS,2020-03-25
PAGEIND.NS,2020-03-25
PERSISTENT.NS,2020-03-25
PIDILITIND.NS,2020-03-25
PIIND.NS,2020-03-25
POLYCAB.NS,2020-03-25
POONAWALLA.NS,2020-03-25
PRESTIGE.NS,2020-03-25
RAYMOND.NS,2020-03-25
RELIANCE.NS,2020-03-25
RITES.NS,2020-03-25
RVNL.NS,2020-03-25
SAIL.NS,2020-03-25
SBIN.NS,2020-03-25
SHREECEM.NS,2020-03-25
SIEMENS.NS,2020-03-25
SRF.NS,2020-03-25
SUNPHARMA.NS,2020-03-25
SUZLON.NS,2020-03-25
TATACHEM.NS,2020-03-25
TATACOMM.NS,2020-03-25
TATAELXSI.NS,2020-03-25
TATASTEEL.NS,2020-03-25
TCS.NS,2020-03-25
TECHM.NS,2020-03-25
TITAN.NS,2020-03-25
TRIDENT.NS,2020-03-25
TVSMOTOR.NS,2020-03-25
VOLTAS.NS,2020-03-25
WIPRO.NS,2020-03-25
ZENSARTECH.NS,2020-03-25
