kdcode,dt
AARTIIND.NS,2024-01-05
ADANIENT.NS,2024-01-05
APOLLOTYRE.NS,2024-01-05
ASHOKLEY.NS,2024-01-05
ASIANPAINT.NS,2024-01-05
AUROPHARMA.NS,2024-01-05
AXISBANK.NS,2024-01-05
BAJFINANCE.NS,2024-01-05
BATAINDIA.NS,2024-01-05
BDL.NS,2024-01-05
BEML.NS,2024-01-05
BHARATFORG.NS,2024-01-05
BHARTIARTL.NS,2024-01-05
BHEL.NS,2024-01-05
BIOCON.NS,2024-01-05
BPCL.NS,2024-01-05
BRITANNIA.NS,2024-01-05
BSOFT.NS,2024-01-05
CDSL.NS,2024-01-05
CESC.NS,2024-01-05
CIPLA.NS,2024-01-05
COALINDIA.NS,2024-01-05
COFORGE.NS,2024-01-05
CONCOR.NS,2024-01-05
CUMMINSIND.NS,2024-01-05
DIXON.NS,2024-01-05
DRREDDY.NS,2024-01-05
EICHERMOT.NS,2024-01-05
GODREJPROP.NS,2024-01-05
GOLDBEES.NS,2024-01-05
GRSE.NS,2024-01-05
HAVELLS.NS,2024-01-05
HCLTECH.NS,2024-01-05
HDFCAMC.NS,2024-01-05
HDFCBANK.NS,2024-01-05
HEROMOTOCO.NS,2024-01-05
HINDALCO.NS,2024-01-05
HINDUNILVR.NS,2024-01-05
ICICIBANK.NS,2024-01-05
IDFCFIRSTB.NS,2024-01-05
IEX.NS,2024-01-05
IIFL.NS,2024-01-05
INDIGO.NS,2024-01-05
INDUSTOWER.NS,2024-01-05
INFY.NS,2024-01-05
IRCON.NS,2024-01-05
ITC.NS,2024-01-05
JSWSTEEL.NS,2024-01-05
KOTAKBANK.NS,2024-01-05
LALPATHLAB.NS,2024-01-05
LAURUSLABS.NS,2024-01-05
LUPIN.NS,2024-01-05
M&M.NS,2024-01-05
MANAPPURAM.NS,2024-01-05
MARICO.NS,2024-01-05
MARUTI.NS,2024-01-05
MCX.NS,2024-01-05
MON100.NS,2024-01-05
MPHASIS.NS,2024-01-05
MRF.NS,2024-01-05
MUTHOOTFIN.NS,2024-01-05
NAVINFLUOR.NS,2024-01-05
NESTLEIND.NS,2024-01-05
NIFTYBEES.NS,2024-01-05
OBEROIRLTY.NS,2024-01-05
OIL.NS,2024-01-05
ONGC.NS,2024-01-05
PAGEIND.NS,2024-01-05
PERSISTENT.NS,2024-01-05
PIDILITIND.NS,2024-01-05
PIIND.NS,2024-01-05
POLYCAB.NS,2024-01-05
POONAWALLA.NS,2024-01-05
PRESTIGE.NS,2024-01-05
RAYMOND.NS,2024-01-05
RELIANCE.NS,2024-01-05
RITES.NS,2024-01-05
RVNL.NS,2024-01-05
SAIL.NS,2024-01-05
SBIN.NS,2024-01-05
SHREECEM.NS,2024-01-05
SIEMENS.NS,2024-01-05
SRF.NS,2024-01-05
SUNPHARMA.NS,2024-01-05
SUZLON.NS,2024-01-05
TATACHEM.NS,2024-01-05
TATACOMM.NS,2024-01-05
TATAELXSI.NS,2024-01-05
TATASTEEL.NS,2024-01-05
TCS.NS,2024-01-05
TECHM.NS,2024-01-05
TITAN.NS,2024-01-05
TRIDENT.NS,2024-01-05
TVSMOTOR.NS,2024-01-05
VOLTAS.NS,2024-01-05
WIPRO.NS,2024-01-05
ZENSARTECH.NS,2024-01-05
