kdcode,dt
AARTIIND.NS,2024-11-19
ADANIENT.NS,2024-11-19
APOLLOTYRE.NS,2024-11-19
ASHOKLEY.NS,2024-11-19
ASIANPAINT.NS,2024-11-19
AUROPHARMA.NS,2024-11-19
AXISBANK.NS,2024-11-19
BAJFINANCE.NS,2024-11-19
BATAINDIA.NS,2024-11-19
BDL.NS,2024-11-19
BEML.NS,2024-11-19
BHARATFORG.NS,2024-11-19
BHARTIARTL.NS,2024-11-19
BHEL.NS,2024-11-19
BIOCON.NS,2024-11-19
BPCL.NS,2024-11-19
BRITANNIA.NS,2024-11-19
BSOFT.NS,2024-11-19
CDSL.NS,2024-11-19
CESC.NS,2024-11-19
CIPLA.NS,2024-11-19
COALINDIA.NS,2024-11-19
COFORGE.NS,2024-11-19
CONCOR.NS,2024-11-19
CUMMINSIND.NS,2024-11-19
DIXON.NS,2024-11-19
DRREDDY.NS,2024-11-19
EICHERMOT.NS,2024-11-19
GODREJPROP.NS,2024-11-19
GOLDBEES.NS,2024-11-19
GRSE.NS,2024-11-19
HAVELLS.NS,2024-11-19
HCLTECH.NS,2024-11-19
HDFCAMC.NS,2024-11-19
HDFCBANK.NS,2024-11-19
HEROMOTOCO.NS,2024-11-19
HINDALCO.NS,2024-11-19
HINDUNILVR.NS,2024-11-19
ICICIBANK.NS,2024-11-19
IDFCFIRSTB.NS,2024-11-19
IEX.NS,2024-11-19
IIFL.NS,2024-11-19
INDIGO.NS,2024-11-19
INDUSTOWER.NS,2024-11-19
INFY.NS,2024-11-19
IRCON.NS,2024-11-19
ITC.NS,2024-11-19
JSWSTEEL.NS,2024-11-19
KOTAKBANK.NS,2024-11-19
LALPATHLAB.NS,2024-11-19
LAURUSLABS.NS,2024-11-19
LUPIN.NS,2024-11-19
M&M.NS,2024-11-19
MANAPPURAM.NS,2024-11-19
MARICO.NS,2024-11-19
MARUTI.NS,2024-11-19
MCX.NS,2024-11-19
MON100.NS,2024-11-19
MPHASIS.NS,2024-11-19
MRF.NS,2024-11-19
MUTHOOTFIN.NS,2024-11-19
NAVINFLUOR.NS,2024-11-19
NESTLEIND.NS,2024-11-19
NIFTYBEES.NS,2024-11-19
OBEROIRLTY.NS,2024-11-19
OIL.NS,2024-11-19
ONGC.NS,2024-11-19
PAGEIND.NS,2024-11-19
PERSISTENT.NS,2024-11-19
PIDILITIND.NS,2024-11-19
PIIND.NS,2024-11-19
POLYCAB.NS,2024-11-19
POONAWALLA.NS,2024-11-19
PRESTIGE.NS,2024-11-19
RAYMOND.NS,2024-11-19
RELIANCE.NS,2024-11-19
RITES.NS,2024-11-19
RVNL.NS,2024-11-19
SAIL.NS,2024-11-19
SBIN.NS,2024-11-19
SHREECEM.NS,2024-11-19
SIEMENS.NS,2024-11-19
SRF.NS,2024-11-19
SUNPHARMA.NS,2024-11-19
SUZLON.NS,2024-11-19
TATACHEM.NS,2024-11-19
TATACOMM.NS,2024-11-19
TATAELXSI.NS,2024-11-19
TATASTEEL.NS,2024-11-19
TCS.NS,2024-11-19
TECHM.NS,2024-11-19
TITAN.NS,2024-11-19
TRIDENT.NS,2024-11-19
TVSMOTOR.NS,2024-11-19
VOLTAS.NS,2024-11-19
WIPRO.NS,2024-11-19
ZENSARTECH.NS,2024-11-19
