kdcode,dt
AARTIIND.NS,2023-06-05
ADANIENT.NS,2023-06-05
APOLLOTYRE.NS,2023-06-05
ASHOKLEY.NS,2023-06-05
ASIANPAINT.NS,2023-06-05
AUROPHARMA.NS,2023-06-05
AXISBANK.NS,2023-06-05
BAJFINANCE.NS,2023-06-05
BATAINDIA.NS,2023-06-05
BDL.NS,2023-06-05
BEML.NS,2023-06-05
BHARATFORG.NS,2023-06-05
BHARTIARTL.NS,2023-06-05
BHEL.NS,2023-06-05
BIOCON.NS,2023-06-05
BPCL.NS,2023-06-05
BRITANNIA.NS,2023-06-05
BSOFT.NS,2023-06-05
CDSL.NS,2023-06-05
CESC.NS,2023-06-05
CIPLA.NS,2023-06-05
COALINDIA.NS,2023-06-05
COFORGE.NS,2023-06-05
CONCOR.NS,2023-06-05
CUMMINSIND.NS,2023-06-05
DIXON.NS,2023-06-05
DRREDDY.NS,2023-06-05
EICHERMOT.NS,2023-06-05
GODREJPROP.NS,2023-06-05
GOLDBEES.NS,2023-06-05
GRSE.NS,2023-06-05
HAVELLS.NS,2023-06-05
HCLTECH.NS,2023-06-05
HDFCAMC.NS,2023-06-05
HDFCBANK.NS,2023-06-05
HEROMOTOCO.NS,2023-06-05
HINDALCO.NS,2023-06-05
HINDUNILVR.NS,2023-06-05
ICICIBANK.NS,2023-06-05
IDFCFIRSTB.NS,2023-06-05
IEX.NS,2023-06-05
IIFL.NS,2023-06-05
INDIGO.NS,2023-06-05
INDUSTOWER.NS,2023-06-05
INFY.NS,2023-06-05
IRCON.NS,2023-06-05
ITC.NS,2023-06-05
JSWSTEEL.NS,2023-06-05
KOTAKBANK.NS,2023-06-05
LALPATHLAB.NS,2023-06-05
LAURUSLABS.NS,2023-06-05
LUPIN.NS,2023-06-05
M&M.NS,2023-06-05
MANAPPURAM.NS,2023-06-05
MARICO.NS,2023-06-05
MARUTI.NS,2023-06-05
MCX.NS,2023-06-05
MON100.NS,2023-06-05
MPHASIS.NS,2023-06-05
MRF.NS,2023-06-05
MUTHOOTFIN.NS,2023-06-05
NAVINFLUOR.NS,2023-06-05
NESTLEIND.NS,2023-06-05
NIFTYBEES.NS,2023-06-05
OBEROIRLTY.NS,2023-06-05
OIL.NS,2023-06-05
ONGC.NS,2023-06-05
PAGEIND.NS,2023-06-05
PERSISTENT.NS,2023-06-05
PIDILITIND.NS,2023-06-05
PIIND.NS,2023-06-05
POLYCAB.NS,2023-06-05
POONAWALLA.NS,2023-06-05
PRESTIGE.NS,2023-06-05
RAYMOND.NS,2023-06-05
RELIANCE.NS,2023-06-05
RITES.NS,2023-06-05
RVNL.NS,2023-06-05
SAIL.NS,2023-06-05
SBIN.NS,2023-06-05
SHREECEM.NS,2023-06-05
SIEMENS.NS,2023-06-05
SRF.NS,2023-06-05
SUNPHARMA.NS,2023-06-05
SUZLON.NS,2023-06-05
TATACHEM.NS,2023-06-05
TATACOMM.NS,2023-06-05
TATAELXSI.NS,2023-06-05
TATASTEEL.NS,2023-06-05
TCS.NS,2023-06-05
TECHM.NS,2023-06-05
TITAN.NS,2023-06-05
TRIDENT.NS,2023-06-05
TVSMOTOR.NS,2023-06-05
VOLTAS.NS,2023-06-05
WIPRO.NS,2023-06-05
ZENSARTECH.NS,2023-06-05
