kdcode,dt
AARTIIND.NS,2021-12-15
ADANIENT.NS,2021-12-15
APOLLOTYRE.NS,2021-12-15
ASHOKLEY.NS,2021-12-15
ASIANPAINT.NS,2021-12-15
AUROPHARMA.NS,2021-12-15
AXISBANK.NS,2021-12-15
BAJFINANCE.NS,2021-12-15
BATAINDIA.NS,2021-12-15
BDL.NS,2021-12-15
BEML.NS,2021-12-15
BHARATFORG.NS,2021-12-15
BHARTIARTL.NS,2021-12-15
BHEL.NS,2021-12-15
BIOCON.NS,2021-12-15
BPCL.NS,2021-12-15
BRITANNIA.NS,2021-12-15
BSOFT.NS,2021-12-15
CDSL.NS,2021-12-15
CESC.NS,2021-12-15
CIPLA.NS,2021-12-15
COALINDIA.NS,2021-12-15
COFORGE.NS,2021-12-15
CONCOR.NS,2021-12-15
CUMMINSIND.NS,2021-12-15
DIXON.NS,2021-12-15
DRREDDY.NS,2021-12-15
EICHERMOT.NS,2021-12-15
GODREJPROP.NS,2021-12-15
GOLDBEES.NS,2021-12-15
GRSE.NS,2021-12-15
HAVELLS.NS,2021-12-15
HCLTECH.NS,2021-12-15
HDFCAMC.NS,2021-12-15
HDFCBANK.NS,2021-12-15
HEROMOTOCO.NS,2021-12-15
HINDALCO.NS,2021-12-15
HINDUNILVR.NS,2021-12-15
ICICIBANK.NS,2021-12-15
IDFCFIRSTB.NS,2021-12-15
IEX.NS,2021-12-15
IIFL.NS,2021-12-15
INDIGO.NS,2021-12-15
INDUSTOWER.NS,2021-12-15
INFY.NS,2021-12-15
IRCON.NS,2021-12-15
ITC.NS,2021-12-15
JSWSTEEL.NS,2021-12-15
KOTAKBANK.NS,2021-12-15
LALPATHLAB.NS,2021-12-15
LAURUSLABS.NS,2021-12-15
LUPIN.NS,2021-12-15
M&M.NS,2021-12-15
MANAPPURAM.NS,2021-12-15
MARICO.NS,2021-12-15
MARUTI.NS,2021-12-15
MCX.NS,2021-12-15
MON100.NS,2021-12-15
MPHASIS.NS,2021-12-15
MRF.NS,2021-12-15
MUTHOOTFIN.NS,2021-12-15
NAVINFLUOR.NS,2021-12-15
NESTLEIND.NS,2021-12-15
NIFTYBEES.NS,2021-12-15
OBEROIRLTY.NS,2021-12-15
OIL.NS,2021-12-15
ONGC.NS,2021-12-15
PAGEIND.NS,2021-12-15
PERSISTENT.NS,2021-12-15
PIDILITIND.NS,2021-12-15
PIIND.NS,2021-12-15
POLYCAB.NS,2021-12-15
POONAWALLA.NS,2021-12-15
PRESTIGE.NS,2021-12-15
RAYMOND.NS,2021-12-15
RELIANCE.NS,2021-12-15
RITES.NS,2021-12-15
RVNL.NS,2021-12-15
SAIL.NS,2021-12-15
SBIN.NS,2021-12-15
SHREECEM.NS,2021-12-15
SIEMENS.NS,2021-12-15
SRF.NS,2021-12-15
SUNPHARMA.NS,2021-12-15
SUZLON.NS,2021-12-15
TATACHEM.NS,2021-12-15
TATACOMM.NS,2021-12-15
TATAELXSI.NS,2021-12-15
TATASTEEL.NS,2021-12-15
TCS.NS,2021-12-15
TECHM.NS,2021-12-15
TITAN.NS,2021-12-15
TRIDENT.NS,2021-12-15
TVSMOTOR.NS,2021-12-15
VOLTAS.NS,2021-12-15
WIPRO.NS,2021-12-15
ZENSARTECH.NS,2021-12-15
